,Cutoff,Acc,Sens,Spec,Prec,Youden,F1,AUC,APR,NND,Cutoff_std,Acc_std,Sens_std,Spec_std,Prec_std,Youden_std,F1_std,AUC_std,APR_std,NND_std
34,0.035,0.996,0.036,0.998,0.041,0.034,0.037,0.847,0.02,33.688,0.0,0.001,0.013,0.001,0.006,0.012,0.008,0.009,0.002,12.243
35,0.036,0.997,0.034,0.999,0.045,0.032,0.037,0.847,0.02,34.41,0.0,0.001,0.011,0.001,0.007,0.01,0.007,0.009,0.002,11.062
36,0.037,0.997,0.027,0.999,0.038,0.025,0.03,0.847,0.02,47.063,0.0,0.001,0.01,0.001,0.008,0.01,0.009,0.009,0.002,19.04
37,0.038,0.997,0.025,0.999,0.04,0.024,0.03,0.847,0.02,47.921,0.0,0.001,0.01,0.001,0.01,0.009,0.009,0.009,0.002,18.071
38,0.039,0.997,0.025,0.999,0.044,0.024,0.031,0.847,0.02,47.694,0.0,0.0,0.01,0.0,0.011,0.009,0.009,0.009,0.002,17.958
39,0.04,0.997,0.023,0.999,0.044,0.022,0.029,0.847,0.02,55.534,0.0,0.0,0.009,0.0,0.013,0.009,0.01,0.009,0.002,28.15
40,0.041,0.997,0.022,0.999,0.046,0.022,0.029,0.847,0.02,62.498,0.0,0.0,0.011,0.0,0.017,0.01,0.011,0.009,0.002,34.402
41,0.042,0.997,0.02,0.999,0.044,0.02,0.027,0.847,0.02,85.577,0.0,0.0,0.011,0.0,0.02,0.01,0.013,0.009,0.002,69.623
42,0.043,0.997,0.018,0.999,0.041,0.018,0.024,0.847,0.02,88.805,0.0,0.0,0.009,0.0,0.014,0.009,0.011,0.009,0.002,67.018
43,0.044,0.997,0.018,0.999,0.045,0.018,0.025,0.847,0.02,88.042,0.0,0.0,0.009,0.0,0.015,0.009,0.011,0.009,0.002,65.918
44,0.045,0.997,0.015,0.999,0.04,0.015,0.021,0.847,0.02,99.564,0.0,0.0,0.009,0.0,0.008,0.008,0.01,0.009,0.002,61.508
45,0.046,0.997,0.013,0.999,0.042,0.013,0.02,0.847,0.02,105.103,0.0,0.0,0.007,0.0,0.015,0.007,0.009,0.009,0.002,56.818
46,0.047,0.997,0.013,0.999,0.045,0.013,0.02,0.847,0.02,104.723,0.0,0.0,0.007,0.0,0.016,0.007,0.009,0.009,0.002,56.539
47,0.048,0.998,0.013,0.999,0.048,0.013,0.02,0.847,0.02,104.186,0.0,0.0,0.007,0.0,0.017,0.007,0.01,0.009,0.002,55.8
48,0.049,0.998,0.012,1.0,0.043,0.012,,0.847,0.02,-808.965,0.0,0.0,0.008,0.0,0.027,0.008,,0.009,0.002,1775.061
49,0.05,0.998,0.011,1.0,0.045,0.011,,0.847,0.02,-846.702,0.0,0.0,0.007,0.0,0.03,0.007,,0.009,0.002,1855.21
50,0.051,0.998,0.01,1.0,0.046,0.01,,0.847,0.02,-930.886,0.0,0.0,0.006,0.0,0.032,0.006,,0.009,0.002,2040.958
51,0.052,0.998,0.009,1.0,0.046,0.009,,0.847,0.02,-1104.584,0.0,0.0,0.005,0.0,0.031,0.005,,0.009,0.002,2396.335
52,0.053,0.998,0.009,1.0,0.05,0.009,,0.847,0.02,-1178.417,0.0,0.0,0.005,0.0,0.035,0.005,,0.009,0.002,2543.703
53,0.054,0.998,0.008,1.0,0.049,0.008,,0.847,0.02,-1335.09,0.0,0.0,0.005,0.0,0.039,0.005,,0.009,0.002,2913.321
54,0.055,0.998,0.008,1.0,0.053,0.008,,0.847,0.02,-1335.748,0.0,0.0,0.005,0.0,0.041,0.005,,0.009,0.002,2912.976
55,0.056,0.998,0.008,1.0,0.054,0.008,,0.847,0.02,-1335.977,0.0,0.0,0.005,0.0,0.042,0.005,,0.009,0.002,2912.856
56,0.057,0.998,0.008,1.0,0.056,0.008,,0.847,0.02,-1574.866,0.0,0.0,0.005,0.0,0.041,0.005,,0.009,0.002,3390.089
57,0.058,0.998,0.008,1.0,0.058,0.008,,0.847,0.02,-1575.08,0.0,0.0,0.005,0.0,0.043,0.005,,0.009,0.002,3389.978
58,0.059,0.998,0.008,1.0,0.062,0.008,,0.847,0.02,-1727.198,0.0,0.0,0.005,0.0,0.046,0.005,,0.009,0.002,3693.629
59,0.06,0.998,0.008,1.0,0.067,0.008,,0.847,0.02,-2132.366,0.0,0.0,0.005,0.0,0.05,0.005,,0.009,0.002,4503.634
60,0.061,0.998,0.007,1.0,0.06,0.007,,0.847,0.02,-2125.689,0.0,0.0,0.004,0.0,0.046,0.004,,0.009,0.002,4506.911
61,0.062,0.998,0.007,1.0,0.061,0.007,,0.847,0.02,-2125.884,0.0,0.0,0.004,0.0,0.045,0.004,,0.009,0.002,4506.81
62,0.063,0.998,0.007,1.0,0.067,0.007,,0.847,0.02,-2126.092,0.0,0.0,0.004,0.0,0.052,0.004,,0.009,0.002,4506.705
63,0.064,0.998,0.006,1.0,0.059,0.006,,0.847,0.02,-2383.659,0.0,0.0,0.004,0.0,0.052,0.004,,0.009,0.002,5074.145
64,0.065,0.998,0.006,1.0,0.065,0.006,,0.847,0.02,-2384.214,0.0,0.0,0.004,0.0,0.052,0.004,,0.009,0.002,5073.865
65,0.066,0.998,0.006,1.0,0.067,0.006,,0.847,0.02,-6561.656,0.0,0.0,0.004,0.0,0.052,0.004,,0.009,0.002,13427.922
66,0.067,0.998,0.006,1.0,0.068,0.006,,0.847,0.02,-6561.912,0.0,0.0,0.004,0.0,0.051,0.004,,0.009,0.002,13427.792
67,0.068,0.998,0.006,1.0,0.072,0.006,,0.847,0.02,-6562.134,0.0,0.0,0.004,0.0,0.052,0.004,,0.009,0.002,13427.681
68,0.069,0.998,0.006,1.0,0.086,0.006,,0.847,0.02,-6562.57,0.0,0.0,0.004,0.0,0.067,0.004,,0.009,0.002,13427.462
69,0.07,0.998,0.006,1.0,0.087,0.006,,0.847,0.02,-6562.734,0.0,0.0,0.004,0.0,0.067,0.004,,0.009,0.002,13427.38
70,0.071,0.998,0.006,1.0,0.099,0.006,,0.847,0.02,-6563.017,0.0,0.0,0.004,0.0,0.073,0.004,,0.009,0.002,13427.238
71,0.072,0.998,0.006,1.0,0.099,0.006,,0.847,0.02,-9904.751,0.0,0.0,0.004,0.0,0.073,0.004,,0.009,0.002,20110.678
72,0.073,0.998,0.006,1.0,0.112,0.006,,0.847,0.02,-9905.036,0.0,0.0,0.004,0.0,0.087,0.004,,0.009,0.002,20110.535
73,0.074,0.998,0.006,1.0,0.113,0.006,,0.847,0.02,-9905.116,0.0,0.0,0.004,0.0,0.087,0.004,,0.009,0.002,20110.494
74,0.075,0.998,0.006,1.0,,0.006,,0.847,0.02,inf,0.0,0.0,0.004,0.0,,0.004,,0.009,0.002,
75,0.076,0.998,0.005,1.0,,0.005,,0.847,0.02,inf,0.0,0.0,0.003,0.0,,0.003,,0.009,0.002,
76,0.077,0.998,0.004,1.0,,0.004,,0.847,0.02,inf,0.0,0.0,0.004,0.0,,0.004,,0.009,0.002,
77,0.078,0.998,0.004,1.0,,0.004,,0.847,0.02,inf,0.0,0.0,0.004,0.0,,0.004,,0.009,0.002,
78,0.079,0.998,0.004,1.0,,0.004,,0.847,0.02,inf,0.0,0.0,0.004,0.0,,0.004,,0.009,0.002,
79,0.08,0.998,0.003,1.0,,0.003,,0.847,0.02,inf,0.0,0.0,0.002,0.0,,0.002,,0.009,0.002,
80,0.081,0.998,0.003,1.0,,0.003,,0.847,0.02,inf,0.0,0.0,0.002,0.0,,0.002,,0.009,0.002,
81,0.082,0.998,0.003,1.0,,0.003,,0.847,0.02,inf,0.0,0.0,0.002,0.0,,0.002,,0.009,0.002,
82,0.083,0.998,0.003,1.0,,0.003,,0.847,0.02,inf,0.0,0.0,0.002,0.0,,0.002,,0.009,0.002,
83,0.084,0.998,0.003,1.0,,0.003,,0.847,0.02,inf,0.0,0.0,0.002,0.0,,0.002,,0.009,0.002,
84,0.085,0.998,0.002,1.0,,0.002,,0.847,0.02,inf,0.0,0.0,0.002,0.0,,0.002,,0.009,0.002,
85,0.086,0.998,0.002,1.0,,0.002,,0.847,0.02,inf,0.0,0.0,0.002,0.0,,0.002,,0.009,0.002,
86,0.087,0.998,0.002,1.0,,0.002,,0.847,0.02,inf,0.0,0.0,0.002,0.0,,0.002,,0.009,0.002,
87,0.088,0.998,0.002,1.0,,0.002,,0.847,0.02,inf,0.0,0.0,0.002,0.0,,0.002,,0.009,0.002,
88,0.089,0.998,0.002,1.0,,0.002,,0.847,0.02,inf,0.0,0.0,0.002,0.0,,0.002,,0.009,0.002,
89,0.09,0.998,0.002,1.0,,0.002,,0.847,0.02,inf,0.0,0.0,0.002,0.0,,0.002,,0.009,0.002,
90,0.091,0.998,0.002,1.0,,0.002,,0.847,0.02,inf,0.0,0.0,0.002,0.0,,0.002,,0.009,0.002,
91,0.092,0.998,0.002,1.0,,0.002,,0.847,0.02,inf,0.0,0.0,0.002,0.0,,0.002,,0.009,0.002,
92,0.093,0.998,0.002,1.0,,0.002,,0.847,0.02,inf,0.0,0.0,0.002,0.0,,0.002,,0.009,0.002,
93,0.094,0.998,0.002,1.0,,0.002,,0.847,0.02,inf,0.0,0.0,0.002,0.0,,0.002,,0.009,0.002,
94,0.095,0.998,0.002,1.0,,0.002,,0.847,0.02,inf,0.0,0.0,0.002,0.0,,0.002,,0.009,0.002,
95,0.096,0.998,0.002,1.0,,0.002,,0.847,0.02,inf,0.0,0.0,0.002,0.0,,0.002,,0.009,0.002,
96,0.097,0.998,0.002,1.0,,0.002,,0.847,0.02,inf,0.0,0.0,0.002,0.0,,0.002,,0.009,0.002,
97,0.098,0.998,0.002,1.0,,0.002,,0.847,0.02,inf,0.0,0.0,0.002,0.0,,0.002,,0.009,0.002,
98,0.099,0.998,0.002,1.0,,0.002,,0.847,0.02,inf,0.0,0.0,0.002,0.0,,0.002,,0.009,0.002,
99,0.1,0.998,0.002,1.0,,0.002,,0.847,0.02,inf,0.0,0.0,0.002,0.0,,0.002,,0.009,0.002,
