Features,Cover,Gain
403-0.2,0.0015555555555555557,0.006430699369670164
20010-0.9,0.0008888888888888889,0.006132874972090934
52-0.0_c0,0.029555555555555557,0.006071069845851047
845-0.0,0.01911111111111111,0.005203787741915236
399-0.0,0.024888888888888887,0.004921140730694951
20010-0.3,0.026,0.004736169992966116
20010-0.4,0.020444444444444446,0.004333909745958291
20008-0.4,0.02533333333333334,0.003875557959858784
22032-0.0_c0,0.01888888888888889,0.00372595026309985
20008-0.7,0.025777777777777778,0.0032265894911272753
31-0.0_c1,0.013333333333333332,0.0032120645115783727
20008-0.5,0.015111111111111113,0.003010979848767682
20110-2.0_pos,0.02088888888888889,0.0027820879600044634
20110-0.2_pos,0.01955555555555555,0.002671054871578815
131287-0.0_c5,0.002,0.002412975706746
20008-0.6,0.002666666666666667,0.0021485007833663625
398-0.0,0.01,0.0019993141495915153
20110-3.0_pos,0.0028888888888888888,0.001195301304266567
1558-0.0_c0,0.0011111111111111111,0.001108546767128904
20010-0.7,0.003111111111111111,0.001091722481940835
403-0.4,0.0006666666666666668,0.0010460017285974256
131287-0.0_c2,0.007555555555555556,0.0009865618063442509
403-0.1,0.0026666666666666666,0.0009727265661105923
20010-0.6,0.004222222222222223,0.0009600487999927099
131287-0.0_c3,0.008444444444444445,0.0009049838875628549
20008-0.8,0.0022222222222222222,0.0008406058241154366
131351-0.0_c4,0.0011111111111111111,0.0008302763572275486
20110-1.0_neg,0.004,0.0007686029181766912
20116-0.0_c0,0.00044444444444444447,0.0007227522412361886
22006-0.0_c0,0.004666666666666667,0.0007202483422761389
1031-0.0_c1,0.0024444444444444444,0.0006330562494430728
21000-0.0_c4,0.005111111111111111,0.0006042535911473867
404-0.6,0.00022222222222222223,0.0005968894539705083
20110-1.2_pos,0.0024444444444444444,0.00041503040451054647
131351-0.0_c8,0.0022222222222222222,0.0004120865040315952
20110-3.2_pos,0.002,0.0003978422820732071
20010-0.5,0.0022222222222222222,0.00037254161811687474
20110-2.0_neg,0.00022222222222222223,0.00036530157584588026
131351-0.0_c3,0.0026666666666666666,0.00036161257485459126
20110-2.2_pos,0.0011111111111111111,0.00030365398512414196
20110-2.2_neg,0.0013333333333333335,0.0003003791318838428
1031-0.0_c0,0.00022222222222222223,0.00024208785766402957
403-0.11,0.00044444444444444447,0.0002343532647879417
20008-0.9,0.0024444444444444444,0.00021563893979489808
1339-0.0_c0,0.0008888888888888889,0.00019855757225372856
22006-0.0_c1,0.0013333333333333333,0.0001837063504254819
403-0.0,0.0008888888888888889,0.00017539962718257537
1329-0.0_c0,0.0006666666666666668,0.00012594321698678783
131351-0.0_c5,0.0006666666666666668,0.00010444917553152229
20110-3.1_neg,0.00044444444444444447,8.598595057422464e-05
21000-0.0_c2,0.0008888888888888889,7.961991590189125e-05
131287-0.0_c7,0.00044444444444444447,7.741561048064268e-05
403-0.3,0.00044444444444444447,7.068570419137464e-05
20010-0.8,0.00022222222222222223,6.49650706504831e-05
403-0.7,0.00044444444444444447,5.68959088958595e-05
20110-3.0_neg,0.00022222222222222223,3.953836374828744e-05
403-0.10,0.00022222222222222223,3.6414553560726135e-05
20110-2.1_pos,0.00022222222222222223,3.4451728288327505e-05
131351-0.0_c7,0.00022222222222222223,2.6727472673232467e-05
403-0.6,0.00022222222222222223,2.525529742232483e-05
